Stkcd,Date,Clpr
835,2020/6/29,2.63
835,2020/6/30,2.5
971,2019/4/30,3.53
971,2019/5/6,3.35
971,2019/5/7,3.18
971,2019/5/8,3.07
971,2019/5/9,2.92
971,2019/5/10,2.98
971,2019/5/13,2.83
971,2019/5/14,2.72
971,2019/5/15,2.86
971,2019/5/16,2.89
971,2019/5/17,2.75
971,2019/5/20,2.61
971,2019/5/21,2.54
971,2019/5/22,2.63
971,2019/5/23,2.51
971,2019/5/24,2.38
971,2019/5/27,2.44
971,2019/5/28,2.44
971,2019/5/29,2.32
971,2019/5/30,2.22
971,2019/5/31,2.22
971,2019/6/3,2.11
971,2019/6/4,2.07
971,2019/6/5,2.07
971,2019/6/6,1.98
971,2019/6/10,1.92
971,2019/6/11,1.99
971,2019/6/12,2.03
971,2019/6/13,2.13
971,2019/6/14,2.08
971,2019/6/17,2.08
971,2019/6/18,2.18
971,2019/6/19,2.17
971,2019/6/20,2.12
971,2019/6/21,2.23
971,2019/6/24,2.31
971,2019/6/25,2.31
971,2019/6/26,2.43
971,2019/6/27,2.47
971,2019/6/28,2.49
971,2019/7/1,2.61
971,2019/7/2,2.7
971,2019/7/3,2.57
971,2019/7/4,2.58
971,2019/7/5,2.5
971,2019/7/8,2.38
971,2019/7/9,2.29
971,2019/7/10,2.4
971,2019/7/11,2.34
971,2019/7/12,2.35
971,2019/7/15,2.23
971,2019/7/16,2.19
971,2019/7/17,2.1
971,2019/7/18,2.13
971,2019/7/19,2.16
971,2019/7/22,2.05
971,2019/7/23,2.15
971,2019/7/24,2.25
971,2019/7/25,2.22
971,2019/7/26,2.24
971,2019/7/29,2.16
971,2019/7/30,2.14
971,2019/7/31,2.12
971,2019/8/1,2.12
971,2019/8/2,2.08
971,2019/8/5,2.07
971,2019/8/6,1.99
971,2019/8/7,2.02
971,2019/8/8,2
971,2019/8/9,2.01
971,2019/8/12,2.01
971,2019/8/13,2.11
971,2019/8/14,2.08
971,2019/8/15,2.06
971,2019/8/16,2.1
971,2019/8/19,2.14
971,2019/8/20,2.11
971,2019/8/21,2.09
971,2019/8/22,2.14
971,2019/8/23,2.12
971,2019/8/26,2.07
971,2019/8/27,2.11
971,2019/8/28,2.09
971,2019/8/29,2.05
971,2019/8/30,2.04
971,2019/9/2,2.08
971,2019/9/3,2.11
971,2019/9/4,2.1
971,2019/9/5,2.12
971,2019/9/6,2.11
971,2019/9/9,2.22
971,2019/9/10,2.18
971,2019/9/11,2.17
971,2019/9/12,2.17
971,2019/9/16,2.19
971,2019/9/17,2.14
971,2019/9/18,2.14
971,2019/9/19,2.12
971,2019/9/20,2.15
971,2019/9/23,2.17
971,2019/9/24,2.16
971,2019/9/25,2.09
971,2019/9/26,2
971,2019/9/27,1.99
971,2019/9/30,2
971,2019/10/8,2
971,2019/10/9,2.01
971,2019/10/10,2.01
971,2019/10/11,2.01
971,2019/10/14,2.02
971,2019/10/15,1.99
971,2019/10/16,1.95
971,2019/10/17,1.94
971,2019/10/18,2.02
971,2019/10/21,1.92
971,2019/10/22,1.86
971,2019/10/23,1.87
971,2019/10/24,1.82
971,2019/10/25,1.8
971,2019/10/28,1.89
971,2019/10/29,1.87
971,2019/10/30,1.8
971,2019/10/31,1.76
971,2019/11/1,1.83
971,2019/11/4,1.83
971,2019/11/5,1.86
971,2019/11/6,1.84
971,2019/11/7,1.82
971,2019/11/8,1.87
971,2019/11/11,1.83
971,2019/11/12,1.82
971,2019/11/13,1.85
971,2019/11/14,1.87
971,2019/11/15,1.85
971,2019/11/18,1.93
971,2019/11/19,1.96
971,2019/11/20,1.92
971,2019/11/21,1.92
971,2019/11/22,1.93
971,2019/11/25,1.92
971,2019/11/26,1.92
971,2019/11/27,1.91
971,2019/11/28,1.89
971,2019/11/29,1.94
971,2019/12/2,1.91
971,2019/12/3,1.95
971,2019/12/4,1.97
971,2019/12/5,1.93
971,2019/12/6,2
971,2019/12/9,2.1
971,2019/12/10,2.1
971,2019/12/11,2.06
971,2019/12/12,2.16
971,2019/12/13,2.14
971,2019/12/16,2.25
971,2019/12/17,2.27
971,2019/12/18,2.28
971,2019/12/19,2.31
971,2019/12/20,2.32
971,2019/12/23,2.42
971,2019/12/24,2.54
971,2019/12/25,2.56
971,2019/12/26,2.69
971,2019/12/27,2.82
971,2019/12/30,2.96
971,2019/12/31,3.11
971,2020/1/2,3.27
971,2020/1/3,3.43
971,2020/1/6,3.35
971,2020/1/7,3.18
971,2020/1/8,3.06
971,2020/1/9,2.93
971,2020/1/10,3.08
971,2020/1/13,3.09
971,2020/1/14,2.98
971,2020/1/15,2.94
971,2020/1/16,2.79
971,2020/1/17,2.66
971,2020/1/20,2.72
971,2020/1/21,2.58
971,2020/1/22,2.45
971,2020/1/23,2.33
971,2020/2/3,2.21
971,2020/2/4,2.1
971,2020/2/5,2.08
971,2020/2/6,2.12
971,2020/2/7,2.11
971,2020/2/10,2.22
971,2020/2/11,2.33
971,2020/2/12,2.45
971,2020/2/13,2.33
971,2020/2/14,2.3
971,2020/2/17,2.33
971,2020/2/18,2.45
971,2020/2/19,2.42
971,2020/2/20,2.41
971,2020/2/21,2.42
971,2020/2/24,2.39
971,2020/2/25,2.27
971,2020/2/26,2.24
971,2020/2/27,2.2
971,2020/2/28,2.09
971,2020/3/2,2.19
971,2020/3/3,2.23
971,2020/3/4,2.29
971,2020/3/5,2.34
971,2020/3/6,2.31
971,2020/3/9,2.31
971,2020/3/10,2.35
971,2020/3/11,2.33
971,2020/3/12,2.21
971,2020/3/13,2.19
971,2020/3/16,2.1
971,2020/3/17,2.08
971,2020/3/18,2.12
971,2020/3/19,2.08
971,2020/3/20,2.07
971,2020/3/23,2
971,2020/3/24,2.05
971,2020/3/25,2.09
971,2020/3/26,2.07
971,2020/3/27,2.16
971,2020/3/30,2.06
971,2020/3/31,2.06
971,2020/4/1,2.04
971,2020/4/2,2.06
971,2020/4/3,2.08
971,2020/4/7,2.12
971,2020/4/8,2.13
971,2020/4/9,2.19
971,2020/4/10,2.27
971,2020/4/13,2.17
971,2020/4/14,2.17
971,2020/4/15,2.16
971,2020/4/16,2.2
971,2020/4/17,2.15
971,2020/4/20,2.13
971,2020/4/21,2.12
971,2020/4/22,2.22
971,2020/4/23,2.22
971,2020/4/24,2.33
971,2020/4/27,2.45
971,2020/4/28,2.34
971,2020/4/29,2.46
971,2020/4/30,2.58
971,2020/5/6,2.71
971,2020/5/7,2.63
971,2020/5/8,2.57
971,2020/5/11,2.52
971,2020/5/12,2.53
971,2020/5/13,2.66
971,2020/5/14,2.69
971,2020/5/15,2.74
971,2020/5/18,2.76
971,2020/5/19,2.9
971,2020/5/20,2.85
971,2020/5/21,2.81
971,2020/5/22,2.76
971,2020/5/25,2.73
971,2020/5/26,2.73
971,2020/5/27,2.66
971,2020/5/28,2.76
971,2020/5/29,2.69
971,2020/6/1,2.71
971,2020/6/2,2.75
971,2020/6/3,2.78
971,2020/6/4,2.79
971,2020/6/5,2.84
971,2020/6/8,2.76
971,2020/6/9,2.86
971,2020/6/10,2.88
971,2020/6/11,2.86
971,2020/6/12,2.87
971,2020/6/15,2.82
971,2020/6/16,2.82
971,2020/6/17,2.81
971,2020/6/18,2.79
971,2020/6/19,2.68
971,2020/6/22,2.59
971,2020/6/23,2.72
971,2020/6/24,2.79
971,2020/6/29,2.75
971,2020/6/30,2.76
2072,2019/5/6,4.94
2072,2019/5/7,4.69
2072,2019/5/8,4.92
2072,2019/5/9,4.67
2072,2019/5/10,4.7
2072,2019/5/13,4.48
2072,2019/5/14,4.52
2072,2019/5/15,4.6
2072,2019/5/16,4.76
2072,2019/5/17,4.7
2072,2019/5/20,4.62
2072,2019/5/21,4.66
2072,2019/5/22,4.61
2072,2019/5/23,4.38
2072,2019/5/24,4.47
2072,2019/5/27,4.63
2072,2019/5/28,4.86
2072,2019/5/29,5.1
2072,2019/5/30,5.03
2072,2019/5/31,5.03
2072,2019/6/3,5.28
2072,2019/6/4,5.54
2072,2019/6/5,5.59
2072,2019/6/6,5.66
2072,2019/6/10,5.53
2072,2019/6/11,5.55
2072,2019/6/12,5.27
2072,2019/6/13,5.29
2072,2019/6/14,5.31
2072,2019/6/17,5.58
2072,2019/6/18,5.77
2072,2019/6/19,5.59
2072,2019/6/20,5.51
2072,2019/6/21,5.69
2072,2019/6/24,5.6
2072,2019/6/25,5.55
2072,2019/6/26,5.65
2072,2019/6/27,5.61
2072,2019/6/28,5.41
2072,2019/7/1,5.35
2072,2019/7/2,5.37
2072,2019/7/3,5.2
2072,2019/7/4,5.2
2072,2019/7/5,5.24
2072,2019/7/8,5.01
2072,2019/7/9,4.91
2072,2019/7/10,4.91
2072,2019/7/11,4.97
2072,2019/7/12,4.9
2072,2019/7/15,4.9
2072,2019/7/16,4.93
2072,2019/7/17,4.93
2072,2019/7/18,4.96
2072,2019/7/19,4.87
2072,2019/7/22,4.63
2072,2019/7/23,4.62
2072,2019/7/24,4.72
2072,2019/7/25,4.72
2072,2019/7/26,4.7
2072,2019/7/29,4.63
2072,2019/7/30,4.63
2072,2019/7/31,4.61
2072,2019/8/1,4.49
2072,2019/8/2,4.41
2072,2019/8/5,4.49
2072,2019/8/6,4.35
2072,2019/8/7,4.35
2072,2019/8/8,4.35
2072,2019/8/9,4.42
2072,2019/8/12,4.38
2072,2019/8/13,4.36
2072,2019/8/14,4.34
2072,2019/8/15,4.27
2072,2019/8/16,4.35
2072,2019/8/19,4.42
2072,2019/8/20,4.39
2072,2019/8/21,4.33
2072,2019/8/22,4.28
2072,2019/8/23,4.32
2072,2019/8/26,4.26
2072,2019/8/27,4.34
2072,2019/8/28,4.56
2072,2019/8/29,4.49
2072,2019/8/30,4.45
2072,2019/9/2,4.44
2072,2019/9/3,4.4
2072,2019/9/4,4.39
2072,2019/9/5,4.38
2072,2019/9/6,4.34
2072,2019/9/9,4.35
2072,2019/9/10,4.47
2072,2019/9/11,4.55
2072,2019/9/12,4.64
2072,2019/9/16,4.65
2072,2019/9/17,4.7
2072,2019/9/18,4.94
2072,2019/9/19,5.19
2072,2019/9/20,5.1
2072,2019/9/23,5.36
2072,2019/9/24,5.32
2072,2019/9/25,5.31
2072,2019/9/26,5.07
2072,2019/9/27,4.95
2072,2019/9/30,4.88
2072,2019/10/8,4.91
2072,2019/10/9,5
2072,2019/10/10,5.07
2072,2019/10/11,4.98
2072,2019/10/14,4.73
2072,2019/10/15,4.86
2072,2019/10/16,4.84
2072,2019/10/17,4.8
2072,2019/10/18,4.82
2072,2019/10/21,4.75
2072,2019/10/22,4.74
2072,2019/10/23,4.68
2072,2019/10/24,4.61
2072,2019/10/25,4.46
2072,2019/10/28,4.63
2072,2019/10/29,4.61
2072,2019/10/30,4.52
2072,2019/10/31,4.39
2072,2019/11/1,4.37
2072,2019/11/4,4.4
2072,2019/11/5,4.26
2072,2019/11/6,4.23
2072,2019/11/7,4.22
2072,2019/11/8,4.38
2072,2019/11/11,4.42
2072,2019/11/12,4.31
2072,2019/11/13,4.26
2072,2019/11/14,4.37
2072,2019/11/15,4.44
2072,2019/11/18,4.37
2072,2019/11/19,4.39
2072,2019/11/20,4.4
2072,2019/11/21,4.39
2072,2019/11/22,4.36
2072,2019/11/25,4.31
2072,2019/11/26,4.31
2072,2019/11/27,4.3
2072,2019/11/28,4.28
2072,2019/11/29,4.4
2072,2019/12/2,4.37
2072,2019/12/3,4.42
2072,2019/12/4,4.54
2072,2019/12/5,4.51
2072,2019/12/6,4.71
2072,2019/12/9,4.8
2072,2019/12/10,4.82
2072,2019/12/11,4.82
2072,2019/12/12,4.87
2072,2019/12/13,5.05
2072,2019/12/16,5.28
2072,2019/12/17,5.34
2072,2019/12/18,5.39
2072,2019/12/19,5.65
2072,2019/12/20,5.93
2072,2019/12/23,5.77
2072,2019/12/24,5.85
2072,2019/12/25,6.14
2072,2019/12/26,6.14
2072,2019/12/27,6.45
2072,2019/12/30,6.13
2072,2019/12/31,5.82
2072,2020/1/2,6.11
2072,2020/1/3,5.8
2072,2020/1/6,5.86
2072,2020/1/7,5.94
2072,2020/1/8,5.86
2072,2020/1/9,5.85
2072,2020/1/10,5.88
2072,2020/1/13,5.98
2072,2020/1/14,5.97
2072,2020/1/15,5.8
2072,2020/1/16,5.79
2072,2020/1/17,5.74
2072,2020/1/20,5.78
2072,2020/1/21,5.77
2072,2020/1/22,5.65
2072,2020/1/23,5.56
2072,2020/2/3,5.28
2072,2020/2/4,5.02
2072,2020/2/5,5.07
2072,2020/2/6,5.07
2072,2020/2/7,5.09
2072,2020/2/10,5.13
2072,2020/2/11,5.17
2072,2020/2/12,5.22
2072,2020/2/13,5.07
2072,2020/2/14,5.08
2072,2020/2/17,5.09
2072,2020/2/18,5.05
2072,2020/2/19,4.95
2072,2020/2/20,4.98
2072,2020/2/21,5.09
2072,2020/2/24,5.34
2072,2020/2/25,5.61
2072,2020/2/26,5.46
2072,2020/2/27,5.19
2072,2020/2/28,4.93
2072,2020/3/2,4.86
2072,2020/3/3,4.86
2072,2020/3/4,5.06
2072,2020/3/5,5.11
2072,2020/3/6,5.14
2072,2020/3/9,4.9
2072,2020/3/10,5
2072,2020/3/11,5.25
2072,2020/3/12,5.07
2072,2020/3/13,4.95
2072,2020/3/16,4.88
2072,2020/3/17,4.83
2072,2020/3/18,4.72
2072,2020/3/19,4.68
2072,2020/3/20,4.8
2072,2020/3/23,4.73
2072,2020/3/24,4.82
2072,2020/3/25,4.9
2072,2020/3/26,4.86
2072,2020/3/27,4.85
2072,2020/3/30,4.85
2072,2020/3/31,4.79
2072,2020/4/1,4.73
2072,2020/4/2,4.72
2072,2020/4/3,4.83
2072,2020/4/7,4.87
2072,2020/4/8,4.87
2072,2020/4/9,4.75
2072,2020/4/10,4.55
2072,2020/4/13,4.55
2072,2020/4/14,4.78
2072,2020/4/15,4.96
2072,2020/4/16,4.94
2072,2020/4/17,4.9
2072,2020/4/20,5.11
2072,2020/4/21,5.05
2072,2020/4/22,5.3
2072,2020/4/23,5.57
2072,2020/4/24,5.63
2072,2020/4/27,5.91
2072,2020/4/28,5.86
2072,2020/4/29,5.59
2072,2020/4/30,5.32
2072,2020/5/6,5.5
2072,2020/5/7,5.53
2072,2020/5/8,5.76
2072,2020/5/11,5.77
2072,2020/5/12,5.68
2072,2020/5/13,5.52
2072,2020/5/14,5.51
2072,2020/5/15,5.57
2072,2020/5/18,5.6
2072,2020/5/19,5.48
2072,2020/5/20,5.27
2072,2020/5/21,5.15
2072,2020/5/22,5.15
2072,2020/5/25,5.15
2072,2020/5/26,5.25
2072,2020/5/27,5.17
2072,2020/5/28,5.13
2072,2020/5/29,5.17
2072,2020/6/1,5.43
2072,2020/6/2,5.7
2072,2020/6/3,5.66
2072,2020/6/4,5.63
2072,2020/6/5,5.64
2072,2020/6/8,
2113,2020/4/29,1.45
2113,2020/4/30,1.44
2113,2020/5/6,1.43
2113,2020/5/7,1.45
2113,2020/5/8,1.44
2113,2020/5/11,1.44
2113,2020/5/12,1.44
2113,2020/5/13,1.47
2113,2020/5/14,1.44
2113,2020/5/15,1.38
2113,2020/5/18,1.31
2113,2020/5/19,1.33
2113,2020/5/20,1.27
2113,2020/5/21,1.21
2113,2020/5/22,1.15
2113,2020/5/25,1.21
2113,2020/5/26,1.27
2113,2020/5/27,1.29
2113,2020/5/28,1.25
2113,2020/5/29,1.26
2113,2020/6/1,1.29
2113,2020/6/2,1.27
2113,2020/6/3,1.28
2113,2020/6/4,1.32
2113,2020/6/5,1.31
2113,2020/6/8,1.34
2113,2020/6/9,1.41
2113,2020/6/10,1.37
2113,2020/6/11,1.36
2113,2020/6/12,1.36
2113,2020/6/15,1.31
2113,2020/6/16,1.34
2113,2020/6/17,1.33
2113,2020/6/18,1.33
2113,2020/6/19,1.31
2113,2020/6/22,1.27
2113,2020/6/23,1.33
2113,2020/6/24,1.4
2113,2020/6/29,1.4
2113,2020/6/30,1.41
2175,2019/4/29,4.44
2175,2019/4/30,4.22
2175,2019/5/6,4.01
2175,2019/5/7,3.81
2175,2019/5/8,3.62
2175,2019/5/9,3.44
2175,2019/5/10,3.28
2175,2019/5/13,3.12
2175,2019/5/14,2.96
2175,2019/5/15,2.96
2175,2019/5/16,3.02
2175,2019/5/17,2.87
2175,2019/5/20,2.73
2175,2019/5/21,2.59
2175,2019/5/22,2.46
2175,2019/5/23,2.34
2175,2019/5/24,2.22
2175,2019/5/27,2.24
2175,2019/5/28,2.23
2175,2019/5/29,2.12
2175,2019/5/30,2.03
2175,2019/5/31,2.13
2175,2019/6/3,2.12
2175,2019/6/4,2.07
2175,2019/6/5,2.05
2175,2019/6/6,2.08
2175,2019/6/10,2.05
2175,2019/6/11,2.02
2175,2019/6/12,2.06
2175,2019/6/13,2.16
2175,2019/6/14,2.1
2175,2019/6/17,2.02
2175,2019/6/18,2.02
2175,2019/6/19,2.02
2175,2019/6/20,2.03
2175,2019/6/21,2.13
2175,2019/6/24,2.18
2175,2019/6/25,2.16
2175,2019/6/26,2.27
2175,2019/6/27,2.27
2175,2019/6/28,2.18
2175,2019/7/1,2.21
2175,2019/7/2,2.32
2175,2019/7/3,2.22
2175,2019/7/4,2.23
2175,2019/7/5,2.24
2175,2019/7/8,2.18
2175,2019/7/9,2.2
2175,2019/7/10,2.21
2175,2019/7/11,2.18
2175,2019/7/12,2.14
2175,2019/7/15,2.16
2175,2019/7/16,2.16
2175,2019/7/17,2.09
2175,2019/7/18,2.04
2175,2019/7/19,2.04
2175,2019/7/22,1.98
2175,2019/7/23,2.02
2175,2019/7/24,2.04
2175,2019/7/25,2.07
2175,2019/7/26,2.06
2175,2019/7/29,2.02
2175,2019/7/30,2.06
2175,2019/7/31,2.02
2175,2019/8/1,2.02
2175,2019/8/2,2.01
2175,2019/8/5,1.97
2175,2019/8/6,1.87
2175,2019/8/7,1.88
2175,2019/8/8,1.88
2175,2019/8/9,1.9
2175,2019/8/12,1.89
2175,2019/8/13,1.86
2175,2019/8/14,1.86
2175,2019/8/15,1.84
2175,2019/8/16,1.81
2175,2019/8/19,1.85
2175,2019/8/20,1.84
2175,2019/8/21,1.83
2175,2019/8/22,1.84
2175,2019/8/23,1.83
2175,2019/8/26,1.77
2175,2019/8/27,1.81
2175,2019/8/28,1.8
2175,2019/8/29,1.76
2175,2019/8/30,1.76
2175,2019/9/2,1.74
2175,2019/9/3,1.74
2175,2019/9/4,1.71
2175,2019/9/5,1.72
2175,2019/9/6,1.81
2175,2019/9/9,1.9
2175,2019/9/10,2
2175,2019/9/11,2.1
2175,2019/9/12,2.04
2175,2019/9/16,1.98
2175,2019/9/17,2.08
2175,2019/9/18,2.06
2175,2019/9/19,2.03
2175,2019/9/20,2.02
2175,2019/9/23,1.96
2175,2019/9/24,1.95
2175,2019/9/25,2.02
2175,2019/9/26,1.97
2175,2019/9/27,2
2175,2019/9/30,1.9
2175,2019/10/8,1.84
2175,2019/10/9,1.82
2175,2019/10/10,1.82
2175,2019/10/11,1.83
2175,2019/10/14,1.85
2175,2019/10/15,1.79
2175,2019/10/16,1.75
2175,2019/10/17,1.66
2175,2019/10/18,1.58
2175,2019/10/21,1.65
2175,2019/10/22,1.57
2175,2019/10/23,1.55
2175,2019/10/24,1.51
2175,2019/10/25,1.45
2175,2019/10/28,1.52
2175,2019/10/29,1.49
2175,2019/10/30,1.46
2175,2019/10/31,1.44
2175,2019/11/1,1.45
2175,2019/11/4,1.46
2175,2019/11/5,1.47
2175,2019/11/6,1.5
2175,2019/11/7,1.58
2175,2019/11/8,1.6
2175,2019/11/11,1.52
2175,2019/11/12,1.54
2175,2019/11/13,1.57
2175,2019/11/14,1.56
2175,2019/11/15,1.57
2175,2019/11/18,1.55
2175,2019/11/19,1.55
2175,2019/11/20,1.54
2175,2019/11/21,1.54
2175,2019/11/22,1.53
2175,2019/11/25,1.54
2175,2019/11/26,1.6
2175,2019/11/27,1.6
2175,2019/11/28,1.68
2175,2019/11/29,1.61
2175,2019/12/2,1.55
2175,2019/12/3,1.6
2175,2019/12/4,1.65
2175,2019/12/5,1.64
2175,2019/12/6,1.72
2175,2019/12/9,1.73
2175,2019/12/10,1.69
2175,2019/12/11,1.67
2175,2019/12/12,1.68
2175,2019/12/13,1.73
2175,2019/12/16,1.71
2175,2019/12/17,1.7
2175,2019/12/18,1.7
2175,2019/12/19,1.77
2175,2019/12/20,1.78
2175,2019/12/23,1.82
2175,2019/12/24,1.91
2175,2019/12/25,1.89
2175,2019/12/26,1.91
2175,2019/12/27,1.85
2175,2019/12/30,1.93
2175,2019/12/31,1.92
2175,2020/1/2,1.93
2175,2020/1/3,1.97
2175,2020/1/6,2.07
2175,2020/1/7,2.17
2175,2020/1/8,2.28
2175,2020/1/9,2.17
2175,2020/1/10,2.17
2175,2020/1/13,2.16
2175,2020/1/14,2.24
2175,2020/1/15,2.24
2175,2020/1/16,2.13
2175,2020/1/17,2.07
2175,2020/1/20,2.01
2175,2020/1/21,2.11
2175,2020/1/22,2.17
2175,2020/1/23,2.28
2175,2020/2/3,2.17
2175,2020/2/4,2.11
2175,2020/2/5,2.12
2175,2020/2/6,2.1
2175,2020/2/7,2.11
2175,2020/2/10,2.22
2175,2020/2/11,2.33
2175,2020/2/12,2.45
2175,2020/2/13,2.45
2175,2020/2/14,2.45
2175,2020/2/17,2.57
2175,2020/2/18,2.7
2175,2020/2/19,2.67
2175,2020/2/20,2.7
2175,2020/2/21,2.74
2175,2020/2/24,2.74
2175,2020/2/25,2.65
2175,2020/2/26,2.52
2175,2020/2/27,2.59
2175,2020/2/28,2.46
2175,2020/3/2,2.51
2175,2020/3/3,2.64
2175,2020/3/4,2.76
2175,2020/3/5,2.72
2175,2020/3/6,2.69
2175,2020/3/9,2.66
2175,2020/3/10,2.79
2175,2020/3/11,2.68
2175,2020/3/12,2.67
2175,2020/3/13,2.61
2175,2020/3/16,2.54
2175,2020/3/17,2.44
2175,2020/3/18,2.32
2175,2020/3/19,2.2
2175,2020/3/20,2.24
2175,2020/3/23,2.13
2175,2020/3/24,2.03
2175,2020/3/25,2.1
2175,2020/3/26,2.05
2175,2020/3/27,2.08
2175,2020/3/30,1.98
2175,2020/3/31,1.88
2175,2020/4/1,1.86
2175,2020/4/2,1.92
2175,2020/4/3,1.86
2175,2020/4/7,1.95
2175,2020/4/8,2.05
2175,2020/4/9,2.15
2175,2020/4/10,2.2
2175,2020/4/13,2.09
2175,2020/4/14,2.19
2175,2020/4/15,2.13
2175,2020/4/16,2.09
2175,2020/4/17,2.09
2175,2020/4/20,2.1
2175,2020/4/21,2.04
2175,2020/4/22,2.03
2175,2020/4/23,2.06
2175,2020/4/24,2.12
2175,2020/4/27,2.01
2175,2020/4/28,1.91
2175,2020/4/29,1.87
2175,2020/4/30,1.95
2175,2020/5/6,1.97
2175,2020/5/7,1.96
2175,2020/5/8,1.95
2175,2020/5/11,1.85
2175,2020/5/12,1.8
2175,2020/5/13,1.82
2175,2020/5/14,1.79
2175,2020/5/15,1.78
2175,2020/5/18,1.69
2175,2020/5/19,1.61
2175,2020/5/20,1.53
2175,2020/5/21,1.54
2175,2020/5/22,1.56
2175,2020/5/25,1.51
2175,2020/5/26,1.59
2175,2020/5/27,1.57
2175,2020/5/28,1.55
2175,2020/5/29,1.56
2175,2020/6/1,1.6
2175,2020/6/2,1.6
2175,2020/6/3,1.63
2175,2020/6/4,1.64
2175,2020/6/5,1.59
2175,2020/6/8,1.53
2175,2020/6/9,1.57
2175,2020/6/10,1.55
2175,2020/6/11,1.54
2175,2020/6/12,1.53
2175,2020/6/15,1.56
2175,2020/6/16,1.55
2175,2020/6/17,1.54
2175,2020/6/18,1.51
2175,2020/6/19,1.44
2175,2020/6/22,1.38
2175,2020/6/23,1.45
2175,2020/6/24,1.5
2175,2020/6/29,1.44
2175,2020/6/30,1.45
2247,2020/5/6,1.67
2247,2020/5/7,1.59
2247,2020/5/8,1.51
2247,2020/5/11,1.44
2247,2020/5/12,1.37
2247,2020/5/13,1.3
2247,2020/5/14,1.34
2247,2020/5/15,1.41
2247,2020/5/18,1.4
2247,2020/5/19,1.47
2247,2020/5/20,1.48
2247,2020/5/21,1.41
2247,2020/5/22,1.35
2247,2020/5/25,1.4
2247,2020/5/26,1.4
2247,2020/5/27,1.37
2247,2020/5/28,1.35
2247,2020/5/29,1.38
2247,2020/6/1,1.4
2247,2020/6/2,1.43
2247,2020/6/3,1.44
2247,2020/6/4,1.51
2247,2020/6/5,1.51
2247,2020/6/8,1.48
2247,2020/6/9,1.48
2247,2020/6/10,1.49
2247,2020/6/11,1.47
2247,2020/6/12,1.43
2247,2020/6/15,1.37
2247,2020/6/16,1.44
2247,2020/6/17,1.48
2247,2020/6/18,1.55
2247,2020/6/19,1.52
2247,2020/6/22,1.52
2247,2020/6/23,1.45
2247,2020/6/24,1.52
2247,2020/6/29,1.46
2247,2020/6/30,1.49
2280,2020/6/29,1.52
2280,2020/6/30,1.44
2354,2020/5/6,1.85
2354,2020/5/7,1.94
2354,2020/5/8,2.04
2354,2020/5/11,2.14
2354,2020/5/12,2.08
2354,2020/5/13,2.18
2354,2020/5/14,2.16
2354,2020/5/15,2.22
2354,2020/5/18,2.33
2354,2020/5/19,2.45
2354,2020/5/20,2.5
2354,2020/5/21,2.63
2354,2020/5/22,2.76
2354,2020/5/25,2.9
2354,2020/5/26,3.05
2354,2020/5/27,3.2
2354,2020/5/28,3.04
2354,2020/5/29,2.89
2354,2020/6/1,3.03
2354,2020/6/2,3.18
2354,2020/6/3,3.26
2354,2020/6/4,3.4
2354,2020/6/5,3.23
2354,2020/6/8,3.23
2354,2020/6/9,3.12
2354,2020/6/10,3.06
2354,2020/6/11,2.99
2354,2020/6/12,3.05
2354,2020/6/15,3.03
2354,2020/6/16,3.07
2354,2020/6/17,3.05
2354,2020/6/18,3.06
2354,2020/6/19,3.01
2354,2020/6/22,2.92
2354,2020/6/23,3
2354,2020/6/24,3.15
2354,2020/6/29,3.31
2354,2020/6/30,3.31
2359,2019/5/6,10.42
2359,2019/5/7,9.9
2359,2019/5/8,9.41
2359,2019/5/9,8.94
2359,2019/5/10,8.49
2359,2019/5/13,8.07
2359,2019/5/14,7.67
2359,2019/5/15,7.29
2359,2019/5/16,6.93
2359,2019/5/17,6.58
2359,2019/5/20,6.25
2359,2019/5/21,5.94
2359,2019/5/22,5.64
2359,2019/5/23,5.36
2359,2019/5/24,5.09
2359,2019/5/27,4.84
2359,2019/5/28,4.6
2359,2019/5/29,4.37
2359,2019/5/30,4.15
2359,2019/5/31,3.94
2359,2019/6/3,3.74
2359,2019/6/4,3.55
2359,2019/6/5,3.37
2359,2019/6/6,3.2
2359,2019/6/10,3.04
2359,2019/6/11,2.89
2359,2019/6/12,3.03
2359,2019/6/13,3.18
2359,2019/6/14,3.21
2359,2019/6/17,3.05
2359,2019/6/18,2.9
2359,2019/6/19,2.79
2359,2019/6/20,2.65
2359,2019/6/21,2.78
2359,2019/6/24,2.7
2359,2019/6/25,2.84
2359,2019/6/26,2.98
2359,2019/6/27,3
2359,2019/6/28,3.15
2359,2019/7/1,3.31
2359,2019/7/2,3.48
2359,2019/7/3,3.31
2359,2019/7/4,3.39
2359,2019/7/5,3.31
2359,2019/7/8,3.14
2359,2019/7/9,3.06
2359,2019/7/10,2.97
2359,2019/7/11,3.01
2359,2019/7/12,2.91
2359,2019/7/15,2.83
2359,2019/7/16,2.97
2359,2019/7/17,2.9
2359,2019/7/18,2.86
2359,2019/7/19,2.85
2359,2019/7/22,2.72
2359,2019/7/23,2.75
2359,2019/7/24,2.76
2359,2019/7/25,2.9
2359,2019/7/26,2.87
2359,2019/7/29,2.82
2359,2019/7/30,2.8
2359,2019/7/31,2.71
2359,2019/8/1,2.71
2359,2019/8/2,2.61
2359,2019/8/5,2.51
2359,2019/8/6,2.38
